Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry , Ronald , and Hermione run to ask Rubeus about the man who gave Norberta to Rubeus , and Rubeus says Rubeus never saw his face because he kept his hood up .","['Harry', 'Ronald', 'Hermione', 'man', 'Rubeus', 'Rubeus', 'Rubeus', 'he']","['Harry:run', 'Ronald:run', 'Hermione:run', 'man:Rubeus', 'Rubeus:gave', 'Rubeus:says', 'Rubeus:saw', 'he:kept']","['Rubeus', 'Norberta', 'face', 'hood']","['Rubeus:ask', 'Norberta:gave', 'face:saw', 'hood:kept']",0.0,"[(('run', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('run', 'VBP'), 'xcomp', ('ask', 'VB')), (('ask', 'VB'), 'mark', ('to', 'TO')), (('ask', 'VB'), 'dobj', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'nmod', ('man', 'NN')), (('man', 'NN'), 'case', ('about', 'IN')), (('man', 'NN'), 'det', ('the', 'DT')), (('man', 'NN'), 'acl:relcl', ('gave', 'VBD')), (('gave', 'VBD'), 'nsubj', ('who', 'WP')), (('gave', 'VBD'), 'dobj', ('Norberta', 'NNP')), (('gave', 'VBD'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('to', 'TO')), (('run', 'VBP'), 'cc', ('and', 'CC')), (('run', 'VBP'), 'conj', ('says', 'VBZ')), (('says', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('says', 'VBZ'), 'ccomp', ('saw', 'VBD')), (('saw', 'VBD'), 'nsubj', ('Rubeus', 'NNP')), (('saw', 'VBD'), 'neg', ('never', 'RB')), (('saw', 'VBD'), 'dobj', ('face', 'NN')), (('face', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('saw', 'VBD'), 'advcl', ('kept', 'VBD')), (('kept', 'VBD'), 'mark', ('because', 'IN')), (('kept', 'VBD'), 'nsubj', ('he', 'PRP')), (('kept', 'VBD'), 'dobj', ('hood', 'NN')), (('hood', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('kept', 'VBD'), 'compound:prt', ('up', 'RP'))]"
Rubeus also mentions that they talked about Fluffy and Hogwarts .,"['Rubeus', 'they', 'Fluffy', 'Hogwarts']","['Rubeus:mentions', 'they:talked', 'Fluffy:talked', 'Hogwarts:talked']",[],[],0.0,"[(('mentions', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('mentions', 'VBZ'), 'advmod', ('also', 'RB')), (('mentions', 'VBZ'), 'ccomp', ('talked', 'VBD')), (('talked', 'VBD'), 'mark', ('that', 'IN')), (('talked', 'VBD'), 'nsubj', ('they', 'PRP')), (('talked', 'VBD'), 'nmod', ('Fluffy', 'NNP')), (('Fluffy', 'NNP'), 'case', ('about', 'IN')), (('Fluffy', 'NNP'), 'cc', ('and', 'CC')), (('Fluffy', 'NNP'), 'conj', ('Hogwarts', 'NNP'))]"
Rubeus also mentions that the stranger gave Rubeus drinks while getting information out of Rubeus .,"['Rubeus', 'stranger', 'Rubeus']","['Rubeus:mentions', 'stranger:gave', 'Rubeus:getting']","['drinks', 'information']","['drinks:gave', 'information:getting']",0.0,"[(('mentions', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('mentions', 'VBZ'), 'advmod', ('also', 'RB')), (('mentions', 'VBZ'), 'ccomp', ('gave', 'VBD')), (('gave', 'VBD'), 'mark', ('that', 'IN')), (('gave', 'VBD'), 'nsubj', ('stranger', 'NN')), (('stranger', 'NN'), 'det', ('the', 'DT')), (('gave', 'VBD'), 'dobj', ('drinks', 'NNS')), (('drinks', 'NNS'), 'compound', ('Rubeus', 'NNP')), (('gave', 'VBD'), 'advcl', ('getting', 'VBG')), (('getting', 'VBG'), 'mark', ('while', 'IN')), (('getting', 'VBG'), 'dobj', ('information', 'NN')), (('getting', 'VBG'), 'compound:prt', ('out', 'RP')), (('getting', 'VBG'), 'nmod', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', ('of', 'IN'))]"
"Rubeus lets it slip how to get past Fluffy , which sends Harry , Ronald and Hermione off .","['Rubeus', 'it']","['Rubeus:lets', 'it:slip']","['Fluffy', 'Harry', 'Ronald', 'Hermione']","['Fluffy:get', 'Harry:sends', 'Ronald:sends', 'Hermione:sends']",0.0,"[(('lets', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('lets', 'VBZ'), 'ccomp', ('slip', 'VBP')), (('slip', 'VBP'), 'nsubj', ('it', 'PRP')), (('slip', 'VBP'), 'ccomp', ('get', 'VB')), (('get', 'VB'), 'advmod', ('how', 'WRB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('Fluffy', 'NN')), (('Fluffy', 'NN'), 'amod', ('past', 'JJ')), (('Fluffy', 'NN'), 'acl:relcl', ('sends', 'VBZ')), (('sends', 'VBZ'), 'nsubj', ('which', 'WDT')), (('sends', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('sends', 'VBZ'), 'compound:prt', ('off', 'RP'))]"
"Harry , Ronald and Hermione head for Albus 's office , only to see Minerva , who tells Harry , Ronald and Hermione Albus has left for London .","['Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'office', 'London']","['Harry:head', 'Ronald:head', 'Hermione:head', 'Ronald:head', 'Hermione:head', 'office:head', 'London:left']","['Minerva', 'Albus']","['Minerva:see', 'Albus:tells']",0.0,"[(('head', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('head', 'VBP'), 'nmod', ('office', 'NN')), (('office', 'NN'), 'case', ('for', 'IN')), (('office', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('office', 'NN'), 'advmod', ('only', 'RB')), (('head', 'VBP'), 'xcomp', ('see', 'VB')), (('see', 'VB'), 'mark', ('to', 'TO')), (('see', 'VB'), 'dobj', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'acl:relcl', ('tells', 'VBZ')), (('tells', 'VBZ'), 'nsubj', ('who', 'WP')), (('tells', 'VBZ'), 'dobj', ('Albus', 'NNP')), (('Albus', 'NNP'), 'compound', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Albus', 'NNP'), 'acl:relcl', ('left', 'VBN')), (('left', 'VBN'), 'aux', ('has', 'VBZ')), (('left', 'VBN'), 'nmod', ('London', 'NNP')), (('London', 'NNP'), 'case', ('for', 'IN'))]"
"After Harry reveals that Harry , Ronald and Hermione know about Philosopher , Minerva insists no one could steal Philosopher .","['Harry', 'Ronald', 'Hermione', 'Harry', 'Ronald', 'Hermione', 'Philosopher', 'Minerva', 'one']","['Harry:reveals', 'Ronald:reveals', 'Hermione:reveals', 'Harry:know', 'Ronald:know', 'Hermione:know', 'Philosopher:know', 'Minerva:insists', 'one:steal']",['Philosopher'],['Philosopher:steal'],-0.6597,"[(('insists', 'VBZ'), 'advcl', ('reveals', 'VBZ')), (('reveals', 'VBZ'), 'mark', ('After', 'IN')), (('reveals', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('reveals', 'VBZ'), 'ccomp', ('know', 'VBP')), (('know', 'VBP'), 'mark', ('that', 'IN')), (('know', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('know', 'VBP'), 'nmod', ('Philosopher', 'NNP')), (('Philosopher', 'NNP'), 'case', ('about', 'IN')), (('insists', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('insists', 'VBZ'), 'ccomp', ('steal', 'VB')), (('steal', 'VB'), 'nsubj', ('one', 'NN')), (('one', 'NN'), 'neg', ('no', 'DT')), (('steal', 'VB'), 'aux', ('could', 'MD')), (('steal', 'VB'), 'dobj', ('Philosopher', 'NNP'))]"
"The trio realise that Albus has been lured away and that Severus 's going after Philosopher that night so Harry , Ronald and Hermione decide to head out that night to try to get it themselves .","['trio', 'Severus', 'Philosopher', 'Harry', 'Ronald', 'Hermione']","['trio:realise', 'Severus:going', 'Philosopher:going', 'Harry:decide', 'Ronald:decide', 'Hermione:decide']","['Albus', 'it', 'themselves']","['Albus:lured', 'it:get', 'themselves:try']",0.0,"[(('realise', 'VBP'), 'nsubj', ('trio', 'NN')), (('trio', 'NN'), 'det', ('The', 'DT')), (('realise', 'VBP'), 'ccomp', ('lured', 'VBN')), (('lured', 'VBN'), 'mark', ('that', 'IN')), (('lured', 'VBN'), 'nsubjpass', ('Albus', 'NNP')), (('lured', 'VBN'), 'aux', ('has', 'VBZ')), (('lured', 'VBN'), 'auxpass', ('been', 'VBN')), (('lured', 'VBN'), 'compound:prt', ('away', 'RP')), (('lured', 'VBN'), 'cc', ('and', 'CC')), (('lured', 'VBN'), 'conj', ('going', 'VBG')), (('going', 'VBG'), 'mark', ('that', 'IN')), (('going', 'VBG'), 'nsubj', ('Severus', 'NNP')), (('going', 'VBG'), 'aux', (""'s"", 'VBZ')), (('going', 'VBG'), 'nmod', ('Philosopher', 'NNP')), (('Philosopher', 'NNP'), 'case', ('after', 'IN')), (('going', 'VBG'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'det', ('that', 'DT')), (('going', 'VBG'), 'advcl', ('decide', 'VBP')), (('decide', 'VBP'), 'mark', ('so', 'IN')), (('decide', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('decide', 'VBP'), 'xcomp', ('head', 'VB')), (('head', 'VB'), 'mark', ('to', 'TO')), (('head', 'VB'), 'compound:prt', ('out', 'RP')), (('head', 'VB'), 'nmod:tmod', ('night', 'NN')), (('night', 'NN'), 'det', ('that', 'DT')), (('night', 'NN'), 'acl', ('try', 'VB')), (('try', 'VB'), 'mark', ('to', 'TO')), (('try', 'VB'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('it', 'PRP')), (('try', 'VB'), 'dobj', ('themselves', 'PRP'))]"
"After Hermione curses Neville in a Full Body-Bind Curse for refusing to allow Harry , Ronald and Hermione to leave , Harry , Ronald and Hermione head up to the third floor room , and start Harry , Ronald and Hermione 's intense trip into the seven Philosopher 's Stone Chambers .","['Neville', 'Curse', 'Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'Ronald', 'trip', 'room', 'Chambers']","['Neville:head', 'Curse:Neville', 'Harry:head', 'Ronald:head', 'Hermione:head', 'Ronald:head', 'Hermione:head', 'Ronald:head', 'trip:head', 'room:up', 'Chambers:head']","['Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'Ronald', 'trip', 'Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'Ronald', 'trip']","['Harry:allow', 'Ronald:allow', 'Hermione:allow', 'Ronald:allow', 'Hermione:allow', 'Ronald:allow', 'trip:allow', 'Harry:head', 'Ronald:head', 'Hermione:head', 'Ronald:head', 'Hermione:head', 'Ronald:head', 'trip:head']",-0.6369,"[(('head', 'VBP'), 'nmod', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', ('After', 'IN')), (('Neville', 'NNP'), 'compound', ('Hermione', 'NNP')), (('Neville', 'NNP'), 'compound', ('curses', 'NNP')), (('Neville', 'NNP'), 'nmod', ('Curse', 'NNP')), (('Curse', 'NNP'), 'case', ('in', 'IN')), (('Curse', 'NNP'), 'det', ('a', 'DT')), (('Curse', 'NNP'), 'compound', ('Full', 'NNP')), (('Curse', 'NNP'), 'compound', ('Body-Bind', 'NNP')), (('Curse', 'NNP'), 'acl', ('refusing', 'VBG')), (('refusing', 'VBG'), 'mark', ('for', 'IN')), (('refusing', 'VBG'), 'xcomp', ('allow', 'VB')), (('allow', 'VB'), 'mark', ('to', 'TO')), (('allow', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('allow', 'VB'), 'xcomp', ('leave', 'VB')), (('leave', 'VB'), 'mark', ('to', 'TO')), (('head', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('head', 'VBP'), 'advmod', ('up', 'RB')), (('up', 'RB'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('to', 'TO')), (('room', 'NN'), 'det', ('the', 'DT')), (('room', 'NN'), 'amod', ('third', 'JJ')), (('room', 'NN'), 'compound', ('floor', 'NN')), (('head', 'VBP'), 'cc', ('and', 'CC')), (('head', 'VBP'), 'conj', ('start', 'VBP')), (('head', 'VBP'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('trip', 'NN')), (('trip', 'NN'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('trip', 'NN'), 'amod', ('intense', 'JJ')), (('head', 'VBP'), 'nmod', ('Chambers', 'NNP')), (('Chambers', 'NNP'), 'case', ('into', 'IN')), (('Chambers', 'NNP'), 'nmod:poss', ('Philosopher', 'NN')), (('Philosopher', 'NN'), 'det', ('the', 'DT')), (('Philosopher', 'NN'), 'nummod', ('seven', 'CD')), (('Philosopher', 'NN'), 'case', (""'s"", 'POS')), (('Chambers', 'NNP'), 'compound', ('Stone', 'NNP'))]"
"Harry , Ronald and Hermione find the door ajar , and a Harp on the floor .","['Harry', 'Ronald', 'Hermione', 'floor']","['Harry:find', 'Ronald:find', 'Hermione:find', 'floor:Harp']","['ajar', 'Harp']","['ajar:find', 'Harp:find']",0.0,"[(('find', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('find', 'VBP'), 'dobj', ('ajar', 'NN')), (('ajar', 'NN'), 'det', ('the', 'DT')), (('ajar', 'NN'), 'compound', ('door', 'NN')), (('ajar', 'NN'), 'cc', ('and', 'CC')), (('ajar', 'NN'), 'conj', ('Harp', 'NNP')), (('Harp', 'NNP'), 'det', ('a', 'DT')), (('Harp', 'NNP'), 'nmod', ('floor', 'NN')), (('floor', 'NN'), 'case', ('on', 'IN')), (('floor', 'NN'), 'det', ('the', 'DT'))]"
"Harry plays the flute Rubeus got Harry for Christmas , and Fluffy goes back to sleep .","['Harry', 'Rubeus', 'Christmas', 'Fluffy']","['Harry:plays', 'Rubeus:got', 'Christmas:Harry', 'Fluffy:goes']",['Harry'],['Harry:got'],0.25,"[(('plays', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('plays', 'VBZ'), 'ccomp', ('got', 'VBD')), (('got', 'VBD'), 'nsubj', ('Rubeus', 'NNS')), (('Rubeus', 'NNS'), 'det', ('the', 'DT')), (('Rubeus', 'NNS'), 'amod', ('flute', 'JJ')), (('got', 'VBD'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('Christmas', 'NNP')), (('Christmas', 'NNP'), 'case', ('for', 'IN')), (('plays', 'VBZ'), 'cc', ('and', 'CC')), (('plays', 'VBZ'), 'conj', ('goes', 'VBZ')), (('goes', 'VBZ'), 'nsubj', ('Fluffy', 'NNP')), (('goes', 'VBZ'), 'compound:prt', ('back', 'RP')), (('goes', 'VBZ'), 'xcomp', ('sleep', 'VB')), (('sleep', 'VB'), 'mark', ('to', 'TO'))]"
"Harry , Ronald and Hermione head down through the trapdoor .","['Harry', 'Ronald', 'Hermione', 'trapdoor']","['Harry:head', 'Ronald:head', 'Hermione:head', 'trapdoor:head']",[],[],0.0,"[(('head', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('head', 'VBP'), 'compound:prt', ('down', 'RP')), (('head', 'VBP'), 'nmod', ('trapdoor', 'NN')), (('trapdoor', 'NN'), 'case', ('through', 'IN')), (('trapdoor', 'NN'), 'det', ('the', 'DT'))]"
"Harry , Ronald and Hermione land in Pomona 's room , full of Devil 's Snare , which almost smothers Harry , Ronald and Hermione before Hermione lights a fire and drives it off .","['Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'room', 'Snare', 'lights']","['Harry:land', 'Ronald:land', 'Hermione:land', 'Ronald:land', 'Hermione:land', 'room:land', 'Snare:room', 'lights:smothers']","['Harry', 'Ronald', 'Hermione', 'Ronald', 'Hermione', 'it']","['Harry:smothers', 'Ronald:smothers', 'Hermione:smothers', 'Ronald:smothers', 'Hermione:smothers', 'it:drives']",-0.8558,"[(('land', 'VB'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('land', 'VB'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('in', 'IN')), (('room', 'NN'), 'nmod:poss', ('Pomona', 'NNP')), (('Pomona', 'NNP'), 'case', (""'s"", 'POS')), (('room', 'NN'), 'nmod', ('Snare', 'NNP')), (('Snare', 'NNP'), 'case', ('full', 'JJ')), (('Snare', 'NNP'), 'case', ('of', 'IN')), (('Snare', 'NNP'), 'nmod:poss', ('Devil', 'NNP')), (('Devil', 'NNP'), 'case', (""'s"", 'POS')), (('Snare', 'NNP'), 'acl:relcl', ('smothers', 'VBZ')), (('smothers', 'VBZ'), 'nsubj', ('which', 'WDT')), (('smothers', 'VBZ'), 'advmod', ('almost', 'RB')), (('smothers', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('smothers', 'VBZ'), 'nmod', ('lights', 'NNS')), (('lights', 'NNS'), 'case', ('before', 'IN')), (('lights', 'NNS'), 'compound', ('Hermione', 'NNP')), (('lights', 'NNS'), 'dep', ('fire', 'NN')), (('fire', 'NN'), 'det', ('a', 'DT')), (('smothers', 'VBZ'), 'cc', ('and', 'CC')), (('smothers', 'VBZ'), 'conj', ('drives', 'VBZ')), (('drives', 'VBZ'), 'dobj', ('it', 'PRP')), (('drives', 'VBZ'), 'compound:prt', ('off', 'RP'))]"
"The next room , Filius 's , holds a bunch of flying keys and some broomsticks .","['room', 'keys', 'broomsticks']","['room:holds', 'keys:bunch', 'broomsticks:bunch']",['bunch'],['bunch:holds'],0.0,"[(('holds', 'VBZ'), 'nsubj', ('room', 'NN')), (('room', 'NN'), 'det', ('The', 'DT')), (('room', 'NN'), 'amod', ('next', 'JJ')), (('holds', 'VBZ'), 'ccomp', ('Filius', 'NNP')), (('Filius', 'NNP'), 'case', (""'s"", 'POS')), (('holds', 'VBZ'), 'dobj', ('bunch', 'NN')), (('bunch', 'NN'), 'det', ('a', 'DT')), (('bunch', 'NN'), 'nmod', ('keys', 'NNS')), (('keys', 'NNS'), 'case', ('of', 'IN')), (('keys', 'NNS'), 'amod', ('flying', 'VBG')), (('keys', 'NNS'), 'cc', ('and', 'CC')), (('keys', 'NNS'), 'conj', ('broomsticks', 'NNS')), (('broomsticks', 'NNS'), 'det', ('some', 'DT'))]"
"Harry finds a silver one with a broken wing that is different from the others and catches it , unlocking the next door with it .","['Harry', 'wing', 'others', 'it']","['Harry:finds', 'wing:finds', 'others:different', 'it:unlocking']","['one', 'it', 'door']","['one:finds', 'it:catches', 'door:unlocking']",-0.4767,"[(('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'dobj', ('one', 'NN')), (('one', 'NN'), 'det', ('a', 'DT')), (('one', 'NN'), 'amod', ('silver', 'JJ')), (('finds', 'VBZ'), 'nmod', ('wing', 'NN')), (('wing', 'NN'), 'case', ('with', 'IN')), (('wing', 'NN'), 'det', ('a', 'DT')), (('wing', 'NN'), 'amod', ('broken', 'JJ')), (('wing', 'NN'), 'acl:relcl', ('different', 'JJ')), (('different', 'JJ'), 'nsubj', ('that', 'WDT')), (('different', 'JJ'), 'cop', ('is', 'VBZ')), (('different', 'JJ'), 'nmod', ('others', 'NNS')), (('others', 'NNS'), 'case', ('from', 'IN')), (('others', 'NNS'), 'det', ('the', 'DT')), (('finds', 'VBZ'), 'cc', ('and', 'CC')), (('finds', 'VBZ'), 'conj', ('catches', 'VBZ')), (('catches', 'VBZ'), 'dobj', ('it', 'PRP')), (('finds', 'VBZ'), 'advcl', ('unlocking', 'VBG')), (('unlocking', 'VBG'), 'dobj', ('door', 'NN')), (('door', 'NN'), 'det', ('the', 'DT')), (('door', 'NN'), 'amod', ('next', 'JJ')), (('unlocking', 'VBG'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('with', 'IN'))]"
"The next room is Minerva 's , and has a large chessboard , for a game of Wizard 's Chess that Ronald helps them win , at the cost of having to sacrifice Ronald and getting knocked out .","['room', 'game', 'Chess', 'Ronald', 'them']","['room:Minerva', 'game:has', 'Chess:game', 'Ronald:helps', 'them:win']","['chessboard', 'Ronald']","['chessboard:has', 'Ronald:sacrifice']",0.7506,"[(('Minerva', 'NNP'), 'nsubj', ('room', 'NN')), (('room', 'NN'), 'det', ('The', 'DT')), (('room', 'NN'), 'amod', ('next', 'JJ')), (('Minerva', 'NNP'), 'cop', ('is', 'VBZ')), (('Minerva', 'NNP'), 'acl:relcl', (""'s"", 'VBZ')), ((""'s"", 'VBZ'), 'cc', ('and', 'CC')), ((""'s"", 'VBZ'), 'conj', ('has', 'VBZ')), (('has', 'VBZ'), 'dobj', ('chessboard', 'NN')), (('chessboard', 'NN'), 'det', ('a', 'DT')), (('chessboard', 'NN'), 'amod', ('large', 'JJ')), (('has', 'VBZ'), 'nmod', ('game', 'NN')), (('game', 'NN'), 'case', ('for', 'IN')), (('game', 'NN'), 'det', ('a', 'DT')), (('game', 'NN'), 'nmod', ('Chess', 'NNS')), (('Chess', 'NNS'), 'case', ('of', 'IN')), (('Chess', 'NNS'), 'nmod:poss', ('Wizard', 'NNP')), (('Wizard', 'NNP'), 'case', (""'s"", 'POS')), (('game', 'NN'), 'dep', ('helps', 'VBZ')), (('helps', 'VBZ'), 'mark', ('that', 'IN')), (('helps', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('helps', 'VBZ'), 'ccomp', ('win', 'VB')), (('win', 'VB'), 'nsubj', ('them', 'PRP')), ((""'s"", 'VBZ'), 'conj', ('cost', 'NN')), (('cost', 'NN'), 'case', ('at', 'IN')), (('cost', 'NN'), 'det', ('the', 'DT')), (('cost', 'NN'), 'acl', ('having', 'VBG')), (('having', 'VBG'), 'mark', ('of', 'IN')), (('having', 'VBG'), 'xcomp', ('sacrifice', 'VB')), (('sacrifice', 'VB'), 'mark', ('to', 'TO')), (('sacrifice', 'VB'), 'dobj', ('Ronald', 'NNP')), (('having', 'VBG'), 'cc', ('and', 'CC')), (('having', 'VBG'), 'conj', ('knocked', 'VBN')), (('knocked', 'VBN'), 'auxpass', ('getting', 'VBG')), (('knocked', 'VBN'), 'compound:prt', ('out', 'RP'))]"
"Harry and Hermione continue to the next room , Quirinus 's , where Harry and Hermione find an unconscious troll laying on the floor .","['Harry', 'Hermione', 'Hermione', 'room', 'Harry', 'Hermione', 'Hermione', 'floor']","['Harry:continue', 'Hermione:continue', 'Hermione:continue', 'room:continue', 'Harry:find', 'Hermione:find', 'Hermione:find', 'floor:laying']",['troll'],['troll:find'],0.0,"[(('continue', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('continue', 'VBP'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('to', 'TO')), (('room', 'NN'), 'det', ('the', 'DT')), (('room', 'NN'), 'amod', ('next', 'JJ')), (('continue', 'VBP'), 'parataxis', ('Quirinus', 'NNP')), (('Quirinus', 'NNP'), 'case', (""'s"", 'POS')), (('continue', 'VBP'), 'advcl', ('find', 'VBP')), (('find', 'VBP'), 'advmod', ('where', 'WRB')), (('find', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('find', 'VBP'), 'dobj', ('troll', 'NN')), (('troll', 'NN'), 'det', ('an', 'DT')), (('troll', 'NN'), 'amod', ('unconscious', 'JJ')), (('troll', 'NN'), 'acl', ('laying', 'VBG')), (('laying', 'VBG'), 'nmod', ('floor', 'NN')), (('floor', 'NN'), 'case', ('on', 'IN')), (('floor', 'NN'), 'det', ('the', 'DT'))]"
